transaction_id,customer_id,transaction_date,transaction_type,amount,adjustment_code,network_node,country,destination_account
TXN00002604,CLI000271,2023-01-28,PAGAMENTO,2842.85,02,RJ-CORE-01,BR,BR-3981756317
TXN00002605,CLI000093,2023-10-11,FATURA,1226.21,02,RJ-CORE-01,BR,BR-3955140035
TXN00002606,CLI000752,2023-08-11,ESTORNO,-2732.67,01,SP-CORE-01,BR,BR-2320394595
TXN00002607,CLI000818,2023-01-01,PAGAMENTO,2491.87,00,SP-CORE-01,BR,BR-1901260260
TXN00002608,CLI000941,2023-12-27,AJUSTE,3146.7,10,RJ-CORE-01,BR,BR-5213833526
TXN00002609,CLI001031,2023-04-19,AJUSTE,2898.94,02,MG-CORE-01,BR,BR-1479843174
TXN00002610,CLI000183,2023-10-14,AJUSTE,2146.37,02,SP-CORE-01,BR,BR-2852193802
TXN00002611,CLI000927,2023-09-24,PAGAMENTO,2288.78,01,SP-CORE-02,BR,BR-1843321095
TXN00002612,CLI001111,2023-02-16,AJUSTE,494.15,10,SP-CORE-01,BR,BR-3547672267
TXN00002613,CLI000121,2023-01-04,ESTORNO,1695.52,00,RJ-CORE-01,BR,BR-3014693343
TXN00002614,CLI000950,2023-03-01,FATURA,2018.78,00,BA-CORE-01,BR,BR-9197070913
TXN00002615,CLI000090,2023-12-03,FATURA,319.88,01,MG-CORE-01,BR,BR-1185892639
TXN00002616,CLI000090,2023-04-27,ESTORNO,-3315.57,10,SP-CORE-01,BR,BR-3584676841
TXN00002617,CLI000031,2023-08-25,FATURA,266.66,10,BA-CORE-01,BR,BR-1859098375
TXN00002618,CLI000640,2023-09-05,FATURA,912.36,00,BA-CORE-01,BR,BR-8175175160
TXN00002619,CLI001138,2023-12-24,ESTORNO,-1039.76,01,BA-CORE-01,BR,BR-1125666952
TXN00002620,CLI000237,2023-07-31,AJUSTE,1219.26,02,RJ-CORE-01,BR,BR-7784980390
TXN00002621,CLI000637,2023-02-15,PAGAMENTO,3358.49,01,MG-CORE-01,BR,BR-2512701547
TXN00002622,CLI000681,2023-04-20,FATURA,3157.9,00,SP-CORE-01,BR,BR-3632627835
TXN00002623,CLI000141,2023-03-20,FATURA,1244.25,10,SP-CORE-02,BR,BR-1293505358
TXN00002624,CLI001074,2023-06-01,PAGAMENTO,762.41,02,MG-CORE-01,BR,BR-4278108191
TXN00002625,CLI000124,2023-06-22,AJUSTE,3052.32,01,MG-CORE-01,BR,BR-3271345114
TXN00002626,CLI000918,2023-05-20,PAGAMENTO,3426.97,10,SP-CORE-01,BR,BR-4074387556
TXN00002627,CLI001031,2023-10-29,AJUSTE,1926.88,02,RJ-CORE-01,BR,BR-9436448791
TXN00002628,CLI000784,2023-10-08,AJUSTE,1076.67,01,RJ-CORE-01,BR,BR-4115351748
TXN00002629,CLI000910,2023-07-27,ESTORNO,-3204.22,00,RJ-CORE-01,BR,BR-4969546654
TXN00002630,CLI000164,2023-12-27,ESTORNO,-194.42,02,MG-CORE-01,BR,BR-7333854872
TXN00002631,CLI000683,2023-07-23,ESTORNO,-574.91,01,SP-CORE-01,BR,BR-6090076463
TXN00002632,CLI000479,2023-02-24,ESTORNO,-167.92,02,SP-CORE-01,BR,BR-1460955243
TXN00002633,CLI000195,2023-02-12,FATURA,3488.8,10,BA-CORE-01,BR,BR-8880157546
TXN00002634,CLI000111,2023-03-14,FATURA,1163.3,02,MG-CORE-01,BR,BR-9509623540
TXN00002635,CLI000479,2023-03-28,AJUSTE,2225.78,10,BA-CORE-01,BR,BR-2821460610
TXN00002636,CLI000277,2023-05-18,ESTORNO,2451.24,00,SP-CORE-02,BR,BR-3208691233
TXN00002637,CLI000324,2023-08-13,AJUSTE,3155.89,02,SP-CORE-01,BR,BR-2750534060
TXN00002638,CLI000691,2023-12-25,PAGAMENTO,3218.03,00,RJ-CORE-01,BR,BR-2349823507
TXN00002639,CLI000902,2023-04-04,AJUSTE,3174.64,02,BA-CORE-01,BR,BR-3001032544
TXN00002640,CLI000392,2023-01-17,ESTORNO,1544.45,00,MG-CORE-01,BR,BR-3232212989
TXN00002641,CLI000750,2023-08-26,AJUSTE,2090.46,00,RJ-CORE-01,BR,BR-4101552989
TXN00002642,CLI000805,2023-04-29,FATURA,2339.17,00,SP-CORE-01,BR,BR-5648219528
TXN00002643,CLI001186,2023-12-13,ESTORNO,2184.7,02,SP-CORE-01,BR,BR-3120480340
TXN00002644,CLI000878,2023-01-02,FATURA,985.47,01,SP-CORE-01,BR,BR-6947589616
TXN00002645,CLI001112,2023-09-17,FATURA,2148.28,02,SP-CORE-01,BR,BR-8456812371
TXN00002646,CLI000357,2023-11-17,ESTORNO,2154.74,00,SP-CORE-02,BR,BR-8907422108
TXN00002647,CLI000094,2023-06-27,ESTORNO,-2664.68,01,RJ-CORE-01,BR,BR-7044231107
TXN00002648,CLI001183,2023-07-18,ESTORNO,265.9,00,MG-CORE-01,BR,BR-2838081369
TXN00002649,CLI000151,2023-11-26,FATURA,86.89,10,BA-CORE-01,BR,BR-4679815234
TXN00002650,CLI001026,2023-08-13,PAGAMENTO,1681.7,00,SP-CORE-02,BR,BR-8741405405
TXN00002651,CLI000629,2023-12-22,ESTORNO,2387.16,01,SP-CORE-02,BR,BR-2578148768
TXN00002652,CLI000322,2023-04-26,ESTORNO,-91.38,10,MG-CORE-01,BR,BR-8190457777
TXN00002653,CLI000436,2023-06-17,ESTORNO,-48.01,01,RJ-CORE-01,BR,BR-3886628103
TXN00002654,CLI000217,2023-06-10,PAGAMENTO,907.76,10,SP-CORE-02,BR,BR-6997362444
TXN00002655,CLI000307,2023-10-03,PAGAMENTO,906.6,00,SP-CORE-02,BR,BR-3905625550
TXN00002656,CLI000066,2023-04-24,AJUSTE,1090.85,00,SP-CORE-01,BR,BR-1512036736
TXN00002657,CLI000501,2023-11-26,FATURA,-411161.18,4F,SANTOS-PORT-07,PA,OFFSHORE-465796MM
TXN00002658,CLI000498,2023-11-23,FATURA,2679.78,10,BA-CORE-01,BR,BR-9536347155
TXN00002659,CLI000805,2023-03-19,FATURA,3104.67,00,SP-CORE-01,BR,BR-7491475907
TXN00002660,CLI000935,2023-04-23,PAGAMENTO,2785.13,00,RJ-CORE-01,BR,BR-2952641348
TXN00002661,CLI000180,2023-10-16,ESTORNO,1956.56,10,RJ-CORE-01,BR,BR-5819769602
TXN00002662,CLI000810,2023-10-31,AJUSTE,2584.57,10,RJ-CORE-01,BR,BR-7396672521
TXN00002663,CLI000018,2023-04-29,FATURA,3337.31,01,MG-CORE-01,BR,BR-5047590087
TXN00002664,CLI000947,2023-08-23,AJUSTE,1307.75,01,SP-CORE-01,BR,BR-1127661542
TXN00002665,CLI000235,2023-01-13,PAGAMENTO,2438.26,01,SP-CORE-01,BR,BR-4168819811
TXN00002666,CLI000371,2023-06-26,FATURA,2949.65,01,BA-CORE-01,BR,BR-4566164899
TXN00002667,CLI000351,2023-08-09,AJUSTE,2457.48,01,SP-CORE-01,BR,BR-6064177433
TXN00002668,CLI001002,2023-06-30,FATURA,3176.03,00,BA-CORE-01,BR,BR-2404264843
TXN00002669,CLI000230,2023-12-18,FATURA,1293.83,00,MG-CORE-01,BR,BR-3676763729
TXN00002670,CLI000168,2023-04-19,PAGAMENTO,1883.65,02,BA-CORE-01,BR,BR-4264911503
TXN00002671,CLI001059,2023-10-19,ESTORNO,-2628.69,10,SP-CORE-02,BR,BR-3001548533
TXN00002672,CLI001096,2023-12-29,FATURA,195.2,02,SP-CORE-02,BR,BR-7433427406
TXN00002673,CLI001042,2023-02-04,AJUSTE,1925.26,10,BA-CORE-01,BR,BR-7463044261
TXN00002674,CLI000110,2023-03-30,PAGAMENTO,2816.9,02,RJ-CORE-01,BR,BR-7624721270
TXN00002675,CLI000111,2023-09-21,FATURA,500.6,10,SP-CORE-02,BR,BR-4281204295
TXN00002676,CLI000469,2023-10-10,AJUSTE,763.86,02,BA-CORE-01,BR,BR-9550041076
TXN00002677,CLI000569,2023-12-06,AJUSTE,3310.39,00,RJ-CORE-01,BR,BR-5806644397
TXN00002678,CLI000136,2023-09-07,ESTORNO,3456.16,01,SP-CORE-02,BR,BR-7228198735
TXN00002679,CLI000027,2023-07-04,PAGAMENTO,2028.91,01,SP-CORE-01,BR,BR-8958034469
TXN00002680,CLI000449,2023-01-19,AJUSTE,2226.47,00,RJ-CORE-01,BR,BR-7195731459
TXN00002681,CLI000212,2023-03-08,AJUSTE,2514.95,10,RJ-CORE-01,BR,BR-1154537730
TXN00002682,CLI000192,2023-07-10,AJUSTE,2518.13,00,SP-CORE-02,BR,BR-8642389509
TXN00002683,CLI000404,2023-06-21,PAGAMENTO,3104.45,10,RJ-CORE-01,BR,BR-5999961449
TXN00002684,CLI000473,2023-12-16,FATURA,3445.58,00,RJ-CORE-01,BR,BR-2849761315
TXN00002685,CLI001101,2023-08-22,PAGAMENTO,1619.4,10,BA-CORE-01,BR,BR-6966055281
TXN00002686,CLI000184,2023-03-09,AJUSTE,2692.31,00,SP-CORE-02,BR,BR-4281402873
TXN00002687,CLI000775,2023-12-16,PAGAMENTO,3094.44,00,MG-CORE-01,BR,BR-7312821876
TXN00002688,CLI000540,2023-03-23,FATURA,2045.5,01,SP-CORE-01,BR,BR-5534356444
TXN00002689,CLI000803,2023-10-05,AJUSTE,2877.7,00,BA-CORE-01,BR,BR-6426222971
TXN00002690,CLI000998,2023-03-19,AJUSTE,1994.86,01,SP-CORE-01,BR,BR-8200460216
TXN00002691,CLI000856,2023-09-14,FATURA,214.45,10,BA-CORE-01,BR,BR-6516617218
TXN00002692,CLI000807,2023-08-24,PAGAMENTO,3340.08,00,MG-CORE-01,BR,BR-1263813981
TXN00002693,CLI000124,2023-02-13,AJUSTE,2004.74,10,RJ-CORE-01,BR,BR-3536021086
TXN00002694,CLI000884,2023-10-25,ESTORNO,-1018.55,02,RJ-CORE-01,BR,BR-6868686656
TXN00002695,CLI000854,2023-04-11,PAGAMENTO,2403.31,01,SP-CORE-02,BR,BR-3508119100
TXN00002696,CLI000346,2023-01-05,ESTORNO,-1072.01,10,SP-CORE-02,BR,BR-7979978982
TXN00002697,CLI000301,2023-03-10,PAGAMENTO,1529.76,00,SP-CORE-01,BR,BR-2634550216
TXN00002698,CLI000546,2023-04-21,ESTORNO,2754.69,01,RJ-CORE-01,BR,BR-7133849777
TXN00002699,CLI000201,2023-02-21,AJUSTE,2383.54,00,BA-CORE-01,BR,BR-9555340880
TXN00002700,CLI001170,2023-03-17,PAGAMENTO,2245.36,02,SP-CORE-01,BR,BR-7064191466
TXN00002701,CLI000577,2023-05-15,PAGAMENTO,787.7,02,SP-CORE-02,BR,BR-9832382243
TXN00002702,CLI000484,2023-04-06,PAGAMENTO,3113.59,00,RJ-CORE-01,BR,BR-2048955076
TXN00002703,CLI000159,2023-05-06,AJUSTE,927.38,01,SP-CORE-01,BR,BR-3954899995
TXN00002704,CLI000766,2023-12-28,FATURA,2923.9,10,MG-CORE-01,BR,BR-9027036016
TXN00002705,CLI000929,2023-07-09,ESTORNO,-3025.21,10,BA-CORE-01,BR,BR-5786617777
TXN00002706,CLI000739,2023-10-28,PAGAMENTO,2498.13,02,RJ-CORE-01,BR,BR-1729196312
TXN00002707,CLI000792,2023-08-12,AJUSTE,1310.1,10,RJ-CORE-01,BR,BR-7607449891
TXN00002708,CLI000363,2023-02-02,PAGAMENTO,1519.56,02,SP-CORE-02,BR,BR-5455502957
TXN00002709,CLI000628,2023-05-27,ESTORNO,1307.39,00,BA-CORE-01,BR,BR-7103889958
TXN00002710,CLI000662,2023-06-24,FATURA,665.07,10,BA-CORE-01,BR,BR-9677561687
TXN00002711,CLI000491,2023-10-22,ESTORNO,-1346.88,02,MG-CORE-01,BR,BR-6654385989
TXN00002712,CLI000754,2023-08-21,FATURA,3048.0,02,SP-CORE-02,BR,BR-7744617116
TXN00002713,CLI000543,2023-05-17,FATURA,651.94,00,RJ-CORE-01,BR,BR-3097484316
TXN00002714,CLI000617,2023-05-07,AJUSTE,2778.38,01,MG-CORE-01,BR,BR-6179336797
TXN00002715,CLI000938,2023-06-08,ESTORNO,-762.95,00,MG-CORE-01,BR,BR-8161375037
TXN00002716,CLI000250,2023-02-23,AJUSTE,3364.46,00,SP-CORE-01,BR,BR-6581399749
TXN00002717,CLI000163,2023-09-29,PAGAMENTO,2880.39,01,SP-CORE-02,BR,BR-9458627800
TXN00002718,CLI000573,2023-10-09,ESTORNO,-1574.29,02,RJ-CORE-01,BR,BR-6161513987
TXN00002719,CLI001021,2023-08-10,AJUSTE,3114.35,10,RJ-CORE-01,BR,BR-6214434351
TXN00002720,CLI000842,2023-02-27,FATURA,1750.33,01,SP-CORE-01,BR,BR-2138832493
TXN00002721,CLI000881,2023-03-17,ESTORNO,-794.52,10,MG-CORE-01,BR,BR-7758219918
TXN00002722,CLI000007,2023-12-16,PAGAMENTO,1147.22,01,SP-CORE-02,BR,BR-4455743663
TXN00002723,CLI000900,2023-05-23,FATURA,3190.37,00,RJ-CORE-01,BR,BR-5114325536
TXN00002724,CLI000094,2023-01-13,FATURA,3247.95,02,RJ-CORE-01,BR,BR-3483321097
TXN00002725,CLI000135,2023-01-13,FATURA,3224.3,10,SP-CORE-02,BR,BR-7837006653
TXN00002726,CLI000617,2023-04-06,ESTORNO,-1132.86,01,SP-CORE-01,BR,BR-2174093450
TXN00002727,CLI001084,2023-10-21,AJUSTE,2429.2,00,SP-CORE-02,BR,BR-7575868324
TXN00002728,CLI000406,2023-09-11,FATURA,3477.22,00,SP-CORE-02,BR,BR-2834405845
TXN00002729,CLI000361,2023-11-15,PAGAMENTO,1223.6,01,BA-CORE-01,BR,BR-9919193627
TXN00002730,CLI000262,2023-11-04,FATURA,2264.17,10,SP-CORE-02,BR,BR-8832899159
TXN00002731,CLI000907,2023-11-12,ESTORNO,-1245.83,01,SP-CORE-02,BR,BR-6583066750
TXN00002732,CLI000745,2023-12-25,AJUSTE,2163.5,01,SP-CORE-01,BR,BR-2345840745
TXN00002733,CLI000265,2023-12-20,PAGAMENTO,2433.35,01,RJ-CORE-01,BR,BR-7074433463
TXN00002734,CLI000814,2023-08-05,AJUSTE,1505.34,02,SP-CORE-01,BR,BR-7508461289
TXN00002735,CLI000384,2023-01-26,FATURA,1938.27,10,SP-CORE-01,BR,BR-3351762983
TXN00002736,CLI000410,2023-11-07,PAGAMENTO,1752.46,00,BA-CORE-01,BR,BR-4783421979
TXN00002737,CLI000812,2023-01-20,PAGAMENTO,363.37,10,SP-CORE-01,BR,BR-3144063281
TXN00002738,CLI000375,2023-07-01,FATURA,2263.93,01,BA-CORE-01,BR,BR-9324088968
TXN00002739,CLI000529,2023-09-10,FATURA,2338.45,10,RJ-CORE-01,BR,BR-9189797508
TXN00002740,CLI000298,2023-09-02,PAGAMENTO,717.06,10,RJ-CORE-01,BR,BR-9847124353
TXN00002741,CLI001042,2023-04-21,AJUSTE,3437.89,01,SP-CORE-02,BR,BR-6156744006
TXN00002742,CLI000709,2023-11-21,FATURA,389.33,02,RJ-CORE-01,BR,BR-2986365191
TXN00002743,CLI000830,2023-12-07,AJUSTE,3468.03,01,SP-CORE-02,BR,BR-2032398249
TXN00002744,CLI000101,2023-07-13,FATURA,656.98,02,SP-CORE-02,BR,BR-8582893964
TXN00002745,CLI000235,2023-05-05,PAGAMENTO,2919.24,10,SP-CORE-02,BR,BR-8920443666
TXN00002746,CLI000484,2023-05-20,FATURA,1400.93,10,RJ-CORE-01,BR,BR-7057021720
TXN00002747,CLI000250,2023-09-06,FATURA,2348.13,01,BA-CORE-01,BR,BR-4913307055
TXN00002748,CLI000118,2023-03-18,ESTORNO,-67.16,00,SP-CORE-02,BR,BR-3722697824
TXN00002749,CLI000567,2023-12-06,ESTORNO,-1409.55,10,RJ-CORE-01,BR,BR-8928367839
TXN00002750,CLI000357,2023-01-24,PAGAMENTO,1278.13,02,BA-CORE-01,BR,BR-5984671649
TXN00002751,CLI001160,2023-07-08,FATURA,320.94,02,SP-CORE-01,BR,BR-6309137211
TXN00002752,CLI000770,2023-06-18,ESTORNO,1510.36,00,BA-CORE-01,BR,BR-2024278525
TXN00002753,CLI000124,2023-10-30,AJUSTE,1137.22,10,RJ-CORE-01,BR,BR-1644082961
TXN00002754,CLI000891,2023-01-01,PAGAMENTO,2842.99,00,RJ-CORE-01,BR,BR-1118988531
TXN00002755,CLI000184,2023-12-08,AJUSTE,71.88,10,SP-CORE-01,BR,BR-6628728894
TXN00002756,CLI000881,2023-06-07,AJUSTE,275.05,01,BA-CORE-01,BR,BR-9552538757
TXN00002757,CLI001160,2023-08-25,PAGAMENTO,1871.29,10,MG-CORE-01,BR,BR-4889761307
TXN00002758,CLI000474,2023-04-21,PAGAMENTO,107451.54,4F,SANTOS-PORT-07,LU,OFFSHORE-516231GF
TXN00002759,CLI000798,2023-11-05,FATURA,3448.11,01,SP-CORE-02,BR,BR-7550942419
TXN00002760,CLI000722,2023-08-24,FATURA,3357.82,10,BA-CORE-01,BR,BR-1387615589
TXN00002761,CLI000188,2023-11-23,AJUSTE,3277.17,02,SP-CORE-02,BR,BR-3576212952
TXN00002762,CLI000686,2023-06-18,PAGAMENTO,1094.51,00,BA-CORE-01,BR,BR-6641054403
TXN00002763,CLI000142,2023-04-30,AJUSTE,453.92,00,SP-CORE-02,BR,BR-8461373338
TXN00002764,CLI001154,2023-01-13,ESTORNO,2715.59,10,MG-CORE-01,BR,BR-4195279456
TXN00002765,CLI000862,2023-05-26,PAGAMENTO,1690.18,00,SP-CORE-01,BR,BR-9312909606
TXN00002766,CLI000610,2023-07-22,PAGAMENTO,1085.47,10,MG-CORE-01,BR,BR-1936338890
TXN00002767,CLI000413,2023-10-31,PAGAMENTO,1586.48,02,SP-CORE-01,BR,BR-1458762697
TXN00002768,CLI000068,2023-06-27,PAGAMENTO,1504.67,00,RJ-CORE-01,BR,BR-6474139112
TXN00002769,CLI000408,2023-07-28,FATURA,870.04,02,SP-CORE-02,BR,BR-7048926971
TXN00002770,CLI000382,2023-10-29,FATURA,2592.12,02,BA-CORE-01,BR,BR-5535165059
TXN00002771,CLI000779,2023-08-14,PAGAMENTO,295.19,02,SP-CORE-02,BR,BR-7586203381
TXN00002772,CLI000017,2023-06-14,AJUSTE,736.49,02,BA-CORE-01,BR,BR-5780132606
TXN00002773,CLI000948,2023-07-08,AJUSTE,1237.18,01,BA-CORE-01,BR,BR-7638924354
TXN00002774,CLI000644,2023-12-12,PAGAMENTO,738.17,02,SP-CORE-02,BR,BR-5917357577
TXN00002775,CLI000577,2023-09-26,ESTORNO,-2180.26,02,BA-CORE-01,BR,BR-2323586087
TXN00002776,CLI000599,2023-12-03,PAGAMENTO,1532.49,02,RJ-CORE-01,BR,BR-9824750522
TXN00002777,CLI000249,2023-06-07,AJUSTE,2487.45,00,RJ-CORE-01,BR,BR-3884494006
TXN00002778,CLI000530,2023-10-19,PAGAMENTO,3249.45,01,BA-CORE-01,BR,BR-6947199197
TXN00002779,CLI000541,2023-10-24,ESTORNO,1589.1,01,BA-CORE-01,BR,BR-8304093560
TXN00002780,CLI000098,2023-09-27,FATURA,2661.57,01,SP-CORE-02,BR,BR-3943119201
TXN00002781,CLI001092,2023-09-14,ESTORNO,1482.05,10,SP-CORE-02,BR,BR-7195072856
TXN00002782,CLI000126,2023-02-21,ESTORNO,-887.14,00,SP-CORE-01,BR,BR-9421348410
TXN00002783,CLI000618,2023-02-28,AJUSTE,3014.27,00,MG-CORE-01,BR,BR-9237432443
TXN00002784,CLI001200,2023-04-09,ESTORNO,-1018.99,10,RJ-CORE-01,BR,BR-2292304779
TXN00002785,CLI000570,2023-03-06,AJUSTE,149.78,00,SP-CORE-01,BR,BR-4249864004
TXN00002786,CLI000458,2023-06-05,PAGAMENTO,1347.63,00,SP-CORE-02,BR,BR-2277421636
TXN00002787,CLI000236,2023-01-15,FATURA,512.19,02,SP-CORE-01,BR,BR-8062770940
TXN00002788,CLI000803,2023-08-25,AJUSTE,203327.83,4F,SANTOS-PORT-07,LU,OFFSHORE-700272ZB
TXN00002789,CLI000882,2023-06-19,AJUSTE,2046.58,10,SP-CORE-01,BR,BR-5308177776
TXN00002790,CLI001132,2023-10-21,FATURA,2141.0,00,RJ-CORE-01,BR,BR-6607283971
TXN00002791,CLI000149,2023-04-07,ESTORNO,-922.62,02,MG-CORE-01,BR,BR-3473082326
TXN00002792,CLI000376,2023-10-05,AJUSTE,1936.54,00,SP-CORE-02,BR,BR-1476003514
TXN00002793,CLI000400,2023-07-28,AJUSTE,568.35,01,SP-CORE-01,BR,BR-9329737841
TXN00002794,CLI000039,2023-08-23,ESTORNO,1038.79,02,MG-CORE-01,BR,BR-7234101654
TXN00002795,CLI001107,2023-04-29,ESTORNO,2328.23,10,BA-CORE-01,BR,BR-5868387535
TXN00002796,CLI000575,2023-01-17,FATURA,1941.55,02,SP-CORE-02,BR,BR-2210310334
TXN00002797,CLI000898,2023-10-26,PAGAMENTO,3358.24,01,SP-CORE-01,BR,BR-5657458027
TXN00002798,CLI000653,2023-02-02,ESTORNO,-1641.04,01,SP-CORE-01,BR,BR-2578828127
TXN00002799,CLI000332,2023-03-21,FATURA,814.77,02,SP-CORE-01,BR,BR-3449808800
TXN00002800,CLI000327,2023-08-05,ESTORNO,1380.14,01,MG-CORE-01,BR,BR-2986099771
TXN00002801,CLI000020,2023-04-13,AJUSTE,484.5,01,BA-CORE-01,BR,BR-4658585732
TXN00002802,CLI000442,2023-01-09,AJUSTE,487.86,10,BA-CORE-01,BR,BR-5508783501
TXN00002803,CLI000837,2023-01-06,AJUSTE,819.43,01,SP-CORE-02,BR,BR-7949274479
TXN00002804,CLI000748,2023-08-14,PAGAMENTO,255.67,00,MG-CORE-01,BR,BR-7873634445
TXN00002805,CLI000712,2023-08-13,FATURA,2998.54,01,MG-CORE-01,BR,BR-1641029050
TXN00002806,CLI000432,2023-05-08,ESTORNO,3147.28,00,SP-CORE-02,BR,BR-9409687118
TXN00002807,CLI001139,2023-02-10,FATURA,3296.64,01,SP-CORE-02,BR,BR-3436289709
TXN00002808,CLI000270,2023-09-07,ESTORNO,613.78,00,SP-CORE-02,BR,BR-9650557648
TXN00002809,CLI000034,2023-03-07,FATURA,1899.84,10,SP-CORE-01,BR,BR-7553423031
TXN00002810,CLI000107,2023-08-21,FATURA,2517.59,01,SP-CORE-02,BR,BR-9281920454
TXN00002811,CLI000209,2023-01-30,ESTORNO,-1548.93,10,RJ-CORE-01,BR,BR-3122353925
TXN00002812,CLI000848,2023-11-25,PAGAMENTO,2233.5,10,RJ-CORE-01,BR,BR-1872502717
TXN00002813,CLI000792,2023-11-15,FATURA,2757.58,01,RJ-CORE-01,BR,BR-6438299815
TXN00002814,CLI000696,2023-11-24,ESTORNO,1904.85,10,SP-CORE-02,BR,BR-8500915689
TXN00002815,CLI000790,2023-04-03,FATURA,561.32,00,BA-CORE-01,BR,BR-2640993275
TXN00002816,CLI000507,2023-10-01,PAGAMENTO,1000.48,02,BA-CORE-01,BR,BR-8834402141
TXN00002817,CLI000382,2023-05-08,PAGAMENTO,2202.66,10,BA-CORE-01,BR,BR-6108275915
TXN00002818,CLI001052,2023-03-08,FATURA,111278.44,9A,SANTOS-PORT-07,KY,OFFSHORE-366941FN
TXN00002819,CLI000152,2023-05-01,FATURA,2445.17,10,BA-CORE-01,BR,BR-9999156586
TXN00002820,CLI000462,2023-01-26,PAGAMENTO,3023.08,10,RJ-CORE-01,BR,BR-1252339280
TXN00002821,CLI000652,2023-06-30,AJUSTE,380.42,02,RJ-CORE-01,BR,BR-6303603611
TXN00002822,CLI000795,2023-09-10,FATURA,375.04,01,SP-CORE-02,BR,BR-9195770563
TXN00002823,CLI000593,2023-05-08,ESTORNO,-786.69,10,SP-CORE-02,BR,BR-1195472006
TXN00002824,CLI000534,2023-03-15,AJUSTE,413.19,01,MG-CORE-01,BR,BR-7956377623
TXN00002825,CLI000415,2023-04-09,PAGAMENTO,3182.53,00,BA-CORE-01,BR,BR-2593008578
TXN00002826,CLI001023,2023-05-31,ESTORNO,1071.11,00,RJ-CORE-01,BR,BR-3403293589
TXN00002827,CLI000774,2023-01-07,ESTORNO,962.95,00,SP-CORE-02,BR,BR-3493172294
TXN00002828,CLI000373,2023-02-06,ESTORNO,-2150.03,02,SP-CORE-02,BR,BR-2117944144
TXN00002829,CLI000649,2023-08-07,PAGAMENTO,2228.62,01,SP-CORE-02,BR,BR-7458542977
TXN00002830,CLI000654,2023-04-30,PAGAMENTO,952.67,10,MG-CORE-01,BR,BR-9290691086
TXN00002831,CLI000165,2023-03-23,AJUSTE,3193.93,01,SP-CORE-01,BR,BR-9065505125
TXN00002832,CLI000057,2023-06-28,PAGAMENTO,1908.72,01,BA-CORE-01,BR,BR-1566590088
TXN00002833,CLI000147,2023-10-21,ESTORNO,-2543.44,01,SP-CORE-02,BR,BR-7573120172
TXN00002834,CLI001192,2023-07-30,ESTORNO,-779.91,01,BA-CORE-01,BR,BR-5903975336
TXN00002835,CLI000353,2023-04-30,PAGAMENTO,1536.9,10,SP-CORE-02,BR,BR-5796800114
TXN00002836,CLI000687,2023-12-07,ESTORNO,-2678.53,01,SP-CORE-01,BR,BR-5844171168
TXN00002837,CLI000220,2023-11-16,ESTORNO,-1810.01,02,SP-CORE-01,BR,BR-8880423344
TXN00002838,CLI001176,2023-12-02,AJUSTE,1893.32,00,SP-CORE-01,BR,BR-8506844200
TXN00002839,CLI000311,2023-12-27,AJUSTE,2997.28,00,SP-CORE-01,BR,BR-9273125114
TXN00002840,CLI000231,2023-03-30,FATURA,2741.75,02,RJ-CORE-01,BR,BR-9061380385
TXN00002841,CLI000823,2023-10-03,ESTORNO,554.71,10,BA-CORE-01,BR,BR-6639336381
TXN00002842,CLI001101,2023-01-05,ESTORNO,-381.85,00,BA-CORE-01,BR,BR-4833996253
TXN00002843,CLI000088,2023-07-19,FATURA,1096.38,02,SP-CORE-02,BR,BR-9566591713
TXN00002844,CLI000984,2023-04-01,PAGAMENTO,2003.66,10,MG-CORE-01,BR,BR-8723296882
TXN00002845,CLI000818,2023-06-10,AJUSTE,1832.32,10,MG-CORE-01,BR,BR-1228587581
TXN00002846,CLI000229,2023-03-02,ESTORNO,2093.36,01,SP-CORE-02,BR,BR-1638321534
TXN00002847,CLI000375,2023-08-12,AJUSTE,2834.15,01,SP-CORE-01,BR,BR-1987243526
TXN00002848,CLI000519,2023-06-06,FATURA,2421.82,00,RJ-CORE-01,BR,BR-5448994487
TXN00002849,CLI000230,2023-02-27,AJUSTE,999.29,10,BA-CORE-01,BR,BR-2117653437
TXN00002850,CLI000569,2023-08-30,FATURA,3022.2,10,SP-CORE-02,BR,BR-8327054707
TXN00002851,CLI000041,2023-11-30,FATURA,579.88,01,SP-CORE-01,BR,BR-2874452023
TXN00002852,CLI000345,2023-04-23,FATURA,3065.64,10,MG-CORE-01,BR,BR-9277288208
TXN00002853,CLI000690,2023-02-01,FATURA,38.73,01,SP-CORE-02,BR,BR-5470166352
TXN00002854,CLI000096,2023-10-06,AJUSTE,1398.18,00,SP-CORE-01,BR,BR-7378883336
TXN00002855,CLI001133,2023-04-02,ESTORNO,960.13,01,BA-CORE-01,BR,BR-3117369705
TXN00002856,CLI000128,2023-08-02,AJUSTE,2951.73,01,BA-CORE-01,BR,BR-4723218268
TXN00002857,CLI000894,2023-08-19,FATURA,1405.41,10,SP-CORE-02,BR,BR-5826058207
TXN00002858,CLI000790,2023-04-27,AJUSTE,637.04,01,BA-CORE-01,BR,BR-1401913949
TXN00002859,CLI000689,2023-04-20,AJUSTE,2854.66,10,SP-CORE-01,BR,BR-9023742403
TXN00002860,CLI000932,2023-11-20,FATURA,3372.89,10,SP-CORE-02,BR,BR-3515465308
